timestamp=2026-08-20T13:24:15.5059990+00:00
PID=4768
WINDOW_HANDLE=262692
WINDOW_TITLE=Pusat Sosial BBYA  - Roblox Studio
ELEMENT_COUNT=179
ControlType.TreeItem|Name=GeographicLatitude|Id=|Enabled=True|Offscreen=False|Rect=612,1284,60,21
ControlType.TreeItem|Name=41.733|Id=|Enabled=True|Offscreen=False|Rect=672,1284,100,21
ControlType.TreeItem|Name=Name|Id=|Enabled=True|Offscreen=False|Rect=612,1305,60,21
ControlType.TreeItem|Name=Lighting|Id=|Enabled=True|Offscreen=False|Rect=672,1305,100,21
ControlType.TreeItem|Name=Parent|Id=|Enabled=True|Offscreen=False|Rect=612,1326,60,21
ControlType.TreeItem|Name=Place1|Id=|Enabled=True|Offscreen=False|Rect=672,1326,100,21
ControlType.TreeItem|Name=TimeOfDay|Id=|Enabled=True|Offscreen=False|Rect=612,1347,60,21
ControlType.TreeItem|Name=21:00:00|Id=|Enabled=True|Offscreen=False|Rect=672,1347,100,21
ControlType.TreeItem|Name=UniqueId|Id=|Enabled=True|Offscreen=False|Rect=612,1368,60,21
ControlType.TreeItem|Name=68b0587da507940f0a9888e400000e0e|Id=|Enabled=True|Offscreen=False|Rect=672,1368,100,21
ControlType.TreeItem|Name=Exposure|Id=|Enabled=True|Offscreen=False|Rect=592,1389,180,25
ControlType.TreeItem|Name=ExposureCompensation|Id=|Enabled=True|Offscreen=False|Rect=612,1414,60,21
ControlType.TreeItem|Name=0|Id=|Enabled=True|Offscreen=False|Rect=672,1414,100,21
ControlType.TreeItem|Name=Fog|Id=|Enabled=True|Offscreen=False|Rect=592,1435,180,25
ControlType.TreeItem|Name=FogColor|Id=|Enabled=True|Offscreen=False|Rect=612,1460,60,23
ControlType.TreeItem|Name=[191, 191, 191]|Id=|Enabled=True|Offscreen=False|Rect=672,1460,100,23
ControlType.TreeItem|Name=FogEnd|Id=|Enabled=True|Offscreen=False|Rect=612,1483,60,21
ControlType.TreeItem|Name=100000|Id=|Enabled=True|Offscreen=False|Rect=672,1483,100,21
ControlType.TreeItem|Name=FogStart|Id=|Enabled=True|Offscreen=False|Rect=612,1504,60,21
ControlType.TreeItem|Name=0|Id=|Enabled=True|Offscreen=False|Rect=672,1504,100,21
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.FixedSplitLayoutEast0.DockPanelSplitter_52|Enabled=True|Offscreen=False|Rect=590,890,178,4
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.DockPanelSplitter_55|Enabled=True|Offscreen=False|Rect=279,138,4,1377
ControlType.Group|Name=|Id=RibbonMainWindow.RootWidget.RootDockSplitLayoutPanel.Layout3.Layout6.DockPanelSplitter_56|Enabled=True|Offscreen=False|Rect=586,138,4,1377
